用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U4523,颜保风,P86452,羽毛球拍,运动,365.78,2024-04-04 16:46:47,2,731.56,重庆,男,25
U1211,乐信,P78341,防晒霜,美妆,562.1,2024-10-31 10:48:17,5,2810.5,天津,男,56
U8029,包仁明,P93192,粉底液,美妆,91.52,2024-08-09 08:27:05,3,274.56,北京,女,25
U4425,元龙昌,P61623,卫衣,服装,614.08,2024-08-03 17:26:58,5,3070.4,苏州,男,26
U3931,董博,P98789,粉底液,美妆,413.95,2024-04-15 02:11:02,4,1655.8,西安,男,41
U4685,杨奇博,P77175,连衣裙,服装,608.69,2024-01-24 14:28:13,2,1217.38,重庆,女,36
U4648,平邦坚,P19607,时尚杂志,书籍,573.73,2024-08-22 15:53:41,2,1147.46,深圳,男,37
U1941,彭超家,P20730,科幻小说,书籍,307.98,2024-12-29 12:09:43,4,1231.92,深圳,男,57
U4654,俞兴伯,P84926,T恤,服装,104.76,2024-03-08 12:53:40,1,104.76,成都,男,37
U3428,吕鸣善,P38271,智能手表,电子产品,4645.91,2024-10-19 01:03:09,4,18583.64,西安,女,55
U5241,姚乐,P12889,科幻小说,书籍,731.59,2024-11-06 05:45:14,2,1463.18,武汉,女,47
U7014,郎豪伟,P90059,卫衣,服装,491.78,2024-07-30 15:36:14,1,491.78,上海,男,44
U1585,严广,P82176,毛绒玩具,玩具,738.75,2024-08-06 17:27:31,3,2216.25,成都,女,60
U2459,沈光乐,P97898,心理学,书籍,334.16,2024-09-10 12:47:34,3,1002.48,南京,男,59
U8489,鲍邦行,P58486,粉底液,美妆,537.73,2024-08-22 04:52:49,1,537.73,苏州,女,64
U3442,吉榕有,P95787,平板电脑,电子产品,4338.09,2024-03-11 15:37:10,4,17352.36,上海,女,48
U1839,孟发杰,P36134,蓝牙耳机,电子产品,8223.44,2024-07-07 14:57:03,4,32893.76,广州,男,20
U4088,萧贵岩,P41128,桌游,玩具,570.76,2024-09-19 16:10:11,2,1141.52,苏州,男,51
U4535,严强,P55219,面霜,美妆,786.48,2024-08-09 20:09:30,3,2359.44,武汉,女,44
U1422,唐天梁,P94247,粉底液,美妆,483.7,2024-11-09 14:02:19,2,967.4,深圳,女,25
U2345,熊浩坚,P98056,技术教材,书籍,745.8,2024-03-20 16:27:14,4,2983.2,北京,男,54
U9133,费祥哲,P16127,香水,美妆,92.09,2024-04-16 14:30:59,4,368.36,南京,男,57
U8557,尤震思,P69349,防晒霜,美妆,195.68,2024-07-02 04:49:40,5,978.4,杭州,女,41
U3300,陈学胜,P58347,篮球,运动,49.01,2024-12-20 12:09:30,4,196.04,重庆,男,28
U9192,苏成,P71900,羽绒服,服装,311.61,2024-06-13 08:02:48,5,1558.05,西安,男,37
U8305,梁泽轮,P71200,平板电脑,电子产品,1754.3,2024-05-15 15:53:16,5,8771.5,苏州,男,25
U1416,赵风义,P78056,台灯,家居,1545.37,2024-09-07 00:30:35,3,4636.11,武汉,男,19
U7124,郝善,P70662,跳绳,运动,96.59,2024-06-13 12:05:16,4,386.36,天津,男,53
U2726,卞俊策,P97821,羽绒服,服装,164.14,2024-02-14 05:15:34,1,164.14,深圳,女,33
U6324,管宁,P59239,显示器,电子产品,5684.37,2024-03-30 04:43:27,4,22737.48,广州,男,30
U8025,韩磊钧,P41744,心理学,书籍,278.28,2024-09-10 08:12:32,3,834.84,重庆,女,45
U2222,路清昌,P53328,T恤,服装,698.49,2024-05-11 11:58:28,5,3492.45,天津,男,49
U6689,董有,P24507,哑铃,运动,562.88,2024-06-07 08:08:44,3,1688.64,重庆,男,23
U6131,邓家哲,P57930,显示器,电子产品,8464.32,2024-12-25 19:01:29,4,33857.28,北京,女,44
U9959,颜良祥,P56384,乐高积木,玩具,32.55,2024-02-29 16:20:12,4,130.2,西安,女,38
U6453,房保,P17244,收纳盒,家居,3512.2,2024-12-13 18:35:10,2,7024.4,重庆,女,37
U4594,顾辰策,P62642,智能手表,电子产品,3203.23,2024-08-03 20:32:26,5,16016.15,天津,男,50
U5388,花松厚,P70507,餐桌,家居,1056.89,2024-12-22 01:55:44,3,3170.67,南京,女,61
U1163,冯成鸣,P43727,沙发,家居,3800.76,2024-11-03 11:34:19,3,11402.28,上海,男,27
U3292,虞震策,P92397,洗发水,美妆,223.85,2024-05-15 00:21:52,4,895.4,成都,女,30
U2430,夏仁新,P80696,办公椅,家居,1581.23,2024-07-11 13:28:35,5,7906.15,西安,男,46
U7651,卜彪行,P96404,面霜,美妆,444.64,2024-09-11 02:15:29,4,1778.56,苏州,男,61
U6828,夏发顺,P55944,笔记本电脑,电子产品,7657.95,2024-01-26 01:46:13,2,15315.9,天津,男,51
U5482,邵友,P45075,抱枕,家居,712.8,2024-06-01 07:20:58,5,3564.0,上海,男,40
U8539,宋世顺,P84890,台灯,家居,850.2,2024-08-22 05:26:59,2,1700.4,武汉,男,50
U5868,萧清彬,P60798,漫画,书籍,690.46,2024-04-01 12:41:22,4,2761.84,苏州,女,31
U5563,苏广伦,P42900,T恤,服装,523.0,2024-08-22 14:59:21,2,1046.0,深圳,女,52
U7082,诸世元,P59668,抱枕,家居,194.65,2024-06-13 01:52:21,1,194.65,成都,男,36
U7236,卞功敬,P25225,技术教材,书籍,795.16,2024-09-11 11:17:10,4,3180.64,成都,女,41
U6491,颜钧,P78008,牛仔裤,服装,215.25,2024-04-11 23:18:05,3,645.75,北京,男,24
U6103,郁学心,P91624,充电宝,电子产品,7890.51,2024-12-14 13:32:05,5,39452.55,武汉,男,62
U6397,江清新,P79079,毛绒玩具,玩具,723.92,2024-05-30 02:05:40,5,3619.6,武汉,男,27
U3726,刁宁山,P26091,办公椅,家居,720.2,2024-04-19 23:12:37,3,2160.6,西安,男,24
U5171,宋利民,P75211,变形金刚,玩具,385.78,2024-10-01 09:34:19,4,1543.12,苏州,女,64
U4183,袁彬亨,P10241,显示器,电子产品,8030.58,2024-01-19 05:14:58,2,16061.16,深圳,女,28
U7022,鲍海彬,P59227,心理学,书籍,569.48,2024-02-22 21:14:41,3,1708.44,西安,女,46
U2583,魏生亮,P46338,桌游,玩具,268.17,2024-02-10 17:34:55,1,268.17,南京,男,53
U6418,成群,P90878,连衣裙,服装,357.26,2024-07-06 22:31:19,5,1786.3,广州,女,33
U4870,方良,P84415,芭比娃娃,玩具,371.86,2024-11-25 04:01:46,3,1115.58,天津,男,33
U5435,杨光,P45519,显示器,电子产品,7926.18,2024-05-23 16:38:29,1,7926.18,成都,男,29
U4627,经学和,P10295,抱枕,家居,343.18,2024-12-15 20:49:33,3,1029.54,天津,男,30
U4240,齐文,P53201,变形金刚,玩具,674.94,2024-10-05 12:32:02,4,2699.76,苏州,男,27
U5820,冯强超,P70388,卫衣,服装,779.88,2024-08-31 19:50:01,1,779.88,杭州,女,56
U2789,窦航翔,P88402,餐桌,家居,4199.32,2024-03-11 14:42:14,2,8398.64,杭州,男,50
U6196,苗永富,P71791,人物传记,书籍,752.94,2024-01-16 04:20:17,2,1505.88,武汉,男,60
U7320,万言彪,P28027,四件套,家居,2136.33,2024-01-14 05:25:08,4,8545.32,成都,男,61
U7522,蒋全,P20415,洗发水,美妆,759.26,2024-10-23 21:10:10,3,2277.78,杭州,女,57
U2524,袁光榕,P96853,变形金刚,玩具,122.79,2024-07-14 00:55:02,5,613.95,武汉,女,65
U3807,皮盛,P81135,粉底液,美妆,200.16,2024-09-06 07:16:52,5,1000.8,成都,女,23
U3634,伍进山,P70437,防晒霜,美妆,115.9,2024-04-10 23:03:04,5,579.5,上海,男,22
U6685,郎裕梁,P16269,遥控车,玩具,141.71,2024-05-24 02:42:11,2,283.42,深圳,女,31
U1438,昝元,P26903,台灯,家居,2423.81,2024-01-10 21:11:44,4,9695.24,北京,女,55
U2019,干星俊,P53084,洗发水,美妆,668.81,2024-12-09 14:20:30,5,3344.05,重庆,男,56
U5463,卫炎信,P48781,T恤,服装,130.64,2024-03-15 13:38:56,5,653.2,苏州,女,34
U4376,罗承泰,P79878,跑步鞋,运动,537.29,2024-06-19 04:56:25,2,1074.58,上海,女,64
U7194,庞中旭,P94576,收纳盒,家居,1838.82,2024-09-06 13:09:17,1,1838.82,武汉,男,46
U6188,祁雄,P62272,显示器,电子产品,2720.91,2024-05-11 12:26:29,1,2720.91,重庆,女,54
U7037,明世,P53471,哑铃,运动,513.56,2024-12-18 20:38:12,1,513.56,南京,男,39
U2994,管学全,P21297,羽毛球拍,运动,187.38,2024-01-06 13:22:47,1,187.38,天津,男,35
U6402,裘中维,P81695,化妆刷套装,美妆,679.01,2024-09-13 07:43:40,5,3395.05,北京,女,37
U6697,乐龙致,P96166,面霜,美妆,84.16,2024-08-14 23:47:21,5,420.8,苏州,男,21
U7464,庞鹏旭,P60854,遥控车,玩具,440.82,2024-07-06 19:34:20,3,1322.46,重庆,男,24
U4972,冯光,P70739,平板电脑,电子产品,884.66,2024-07-27 15:05:07,4,3538.64,成都,女,41
U4857,虞文榕,P33695,桌游,玩具,163.08,2024-03-24 21:05:44,5,815.4,苏州,女,19
U7831,韦行,P31163,收纳盒,家居,204.03,2024-01-03 01:05:55,4,816.12,深圳,女,28
U1595,水清,P48038,桌游,玩具,808.08,2024-10-03 20:33:18,1,808.08,成都,男,53
U5551,施敬,P96945,心理学,书籍,527.76,2024-12-15 15:16:55,5,2638.8,苏州,女,36
U4766,秦兴星,P10045,芭比娃娃,玩具,94.49,2024-12-05 21:49:26,3,283.47,广州,男,42
U8817,贺康昌,P37859,科幻小说,书籍,518.47,2024-08-23 15:22:19,1,518.47,西安,女,63
U7401,平航民,P62051,牛仔裤,服装,807.33,2024-08-27 07:51:18,3,2421.99,天津,女,43
U5047,危子壮,P90598,桌游,玩具,41.0,2024-02-08 23:33:26,5,205.0,北京,男,38
U8787,熊启,P26781,运动鞋,服装,148.47,2024-07-26 09:18:51,4,593.88,武汉,女,18
U8076,严奇彪,P26490,运动鞋,服装,583.3,2024-09-01 09:49:31,2,1166.6,杭州,女,29
U3552,柯奇光,P35142,哑铃,运动,195.51,2024-04-24 14:48:49,5,977.55,重庆,女,35
U9830,舒志,P70127,连衣裙,服装,50.25,2024-09-08 16:45:50,2,100.5,南京,女,34
U7474,卫保震,P93569,科幻小说,书籍,433.57,2024-06-24 00:33:39,3,1300.71,广州,女,21
U4502,傅栋明,P44676,香水,美妆,712.55,2024-09-30 19:11:33,5,3562.75,北京,女,24
U5933,柏平生,P49039,智能手机,电子产品,1397.48,2024-03-22 11:46:33,3,4192.44,广州,女,26
U6081,茅豪广,P82206,运动鞋,服装,100.32,2024-03-30 14:31:03,1,100.32,成都,男,49
U9799,米清,P13436,显示器,电子产品,1634.67,2024-09-08 03:05:41,2,3269.34,西安,男,49
U1024,史新进,P56221,时尚杂志,书籍,781.53,2024-08-29 13:39:19,3,2344.59,北京,男,41
U9476,于健江,P70216,卫衣,服装,46.32,2024-02-19 02:27:38,3,138.96,天津,女,35
U6543,平子超,P91918,智能手表,电子产品,2640.07,2024-02-20 23:43:14,2,5280.14,深圳,男,24
U5995,喻有松,P38330,台灯,家居,103.69,2024-05-19 23:16:52,3,311.07,苏州,女,39
U5189,岑康斌,P15492,化妆刷套装,美妆,531.47,2024-06-14 16:43:54,2,1062.94,杭州,男,53
U8494,奚钧有,P46214,山地车,运动,469.92,2024-04-25 13:35:54,3,1409.76,武汉,男,19
U3613,章福胜,P53890,科幻小说,书籍,92.63,2024-05-26 22:31:54,5,463.15,上海,女,25
U8928,许彬,P62645,面霜,美妆,50.74,2024-07-17 22:05:19,4,202.96,西安,男,52
U2252,邹裕时,P27400,面霜,美妆,248.58,2024-01-21 11:29:52,2,497.16,南京,女,40
U6159,罗新祥,P92635,瑜伽垫,运动,783.56,2024-07-27 23:36:34,5,3917.8,西安,女,32
U9274,成功明,P90387,智能手机,电子产品,2909.6,2024-04-25 17:49:24,4,11638.4,西安,女,26
U3737,祝辰乐,P85810,蓝牙耳机,电子产品,6957.45,2024-06-19 20:47:54,3,20872.35,深圳,男,61
U8345,路进昌,P25990,显示器,电子产品,8433.94,2024-08-31 14:59:19,2,16867.88,上海,女,38
U7175,潘彬坚,P87582,毛绒玩具,玩具,310.55,2024-01-21 22:07:58,1,310.55,西安,女,21
U7011,孟德言,P53425,餐桌,家居,1061.55,2024-08-30 14:36:09,4,4246.2,重庆,女,18
U1561,王心义,P83232,平板电脑,电子产品,1004.5,2024-07-05 14:02:57,4,4018.0,武汉,男,61
U3828,卫元栋,P46076,防晒霜,美妆,459.65,2024-04-01 13:29:08,4,1838.6,北京,女,34
U2180,唐强庆,P12744,餐桌,家居,2234.91,2024-05-06 09:50:58,5,11174.55,广州,男,45
U3360,雷以策,P54104,桌游,玩具,66.08,2024-08-29 00:23:23,5,330.4,天津,男,60
U5756,禹贵,P20771,夹克,服装,335.79,2024-04-05 03:39:41,5,1678.95,深圳,女,20
U3022,余福有,P51202,毛绒玩具,玩具,181.02,2024-05-27 06:49:09,3,543.06,杭州,女,34
U1913,高伯中,P61456,羽毛球拍,运动,198.78,2024-04-01 21:07:23,1,198.78,成都,女,47
U4228,虞全,P45527,桌游,玩具,103.19,2024-04-01 17:56:00,1,103.19,上海,女,28
U6699,黄民功,P60262,桌游,玩具,56.48,2024-11-28 13:08:08,5,282.4,上海,男,48
U5837,周朋,P38628,人物传记,书籍,607.48,2024-06-11 07:00:27,1,607.48,南京,男,42
U7945,滕雄哲,P29827,卫衣,服装,552.85,2024-10-14 12:35:52,4,2211.4,杭州,男,29
U2328,童江,P53921,笔记本电脑,电子产品,5342.86,2024-10-27 10:58:24,2,10685.72,深圳,女,40
U7588,俞之,P71637,餐桌,家居,4217.96,2024-01-14 21:59:45,1,4217.96,苏州,男,46
U2188,伍翔,P42175,夹克,服装,59.09,2024-09-18 04:35:15,5,295.45,西安,男,21
U3335,纪伟松,P62532,面霜,美妆,408.86,2024-02-07 12:26:17,1,408.86,杭州,男,45
U1962,梅心雄,P77231,遥控车,玩具,601.15,2024-06-29 00:14:47,1,601.15,北京,男,22
U3571,郑琛军,P36382,遥控车,玩具,430.59,2024-06-19 18:40:37,3,1291.77,南京,女,54
U9784,颜启震,P83782,羽毛球拍,运动,696.38,2024-10-06 10:50:39,1,696.38,苏州,女,57
U5553,安浩宏,P12487,芭比娃娃,玩具,385.84,2024-02-02 03:16:30,2,771.68,杭州,男,29
U3103,贲岩,P39107,拼图,玩具,678.85,2024-11-25 11:43:05,2,1357.7,上海,男,31
U6370,孟谦峰,P98362,显示器,电子产品,5002.19,2024-03-26 16:52:13,1,5002.19,成都,男,45
U4896,经伦群,P70385,餐桌,家居,1742.81,2024-01-30 23:41:23,4,6971.24,杭州,男,41
U3355,盛承固,P26808,羽绒服,服装,179.62,2024-02-29 03:15:23,1,179.62,苏州,女,41
U2473,汤龙,P73109,连衣裙,服装,507.42,2024-06-27 13:47:16,5,2537.1,天津,女,47
U7433,蔡伯平,P42200,跑步鞋,运动,730.77,2024-01-13 01:56:06,5,3653.85,重庆,男,28
U9421,雷鸣,P68272,哑铃,运动,353.62,2024-06-03 18:13:14,4,1414.48,杭州,女,52
U9260,田达厚,P89250,显示器,电子产品,1555.91,2024-11-20 13:56:32,3,4667.73,武汉,男,64
U2436,周树,P77914,智能手机,电子产品,1532.02,2024-03-09 03:03:35,3,4596.06,上海,女,43
U7397,干友之,P76317,蓝牙耳机,电子产品,4393.37,2024-02-20 22:15:47,3,13180.11,深圳,男,46
U1698,伍庆胜,P76436,口红,美妆,403.46,2024-02-05 19:30:14,2,806.92,西安,男,49
U6872,舒民维,P58637,面霜,美妆,279.52,2024-12-17 14:25:53,1,279.52,成都,男,56
U1525,缪龙,P24671,羽毛球拍,运动,660.51,2024-11-08 12:27:04,4,2642.04,重庆,女,58
U9484,谢翰树,P56717,沙发,家居,2408.23,2024-04-09 14:51:44,3,7224.69,武汉,女,21
U4610,舒雄良,P28918,智能手机,电子产品,7990.34,2024-10-27 04:03:52,3,23971.02,杭州,女,43
U1780,卜祥,P25842,变形金刚,玩具,292.71,2024-02-08 09:00:55,2,585.42,北京,女,53
U9643,华奇,P88463,变形金刚,玩具,412.05,2024-04-06 01:23:20,3,1236.15,广州,女,55
U3803,汤友亮,P35272,粉底液,美妆,613.63,2024-07-03 10:15:11,3,1840.89,天津,女,31
U8838,汤钧,P19449,夹克,服装,157.01,2024-04-28 23:12:53,3,471.03,武汉,男,41
U5258,支航壮,P50896,显示器,电子产品,1973.44,2024-01-01 07:28:45,2,3946.88,苏州,女,40
U1871,崔壮裕,P96538,平板电脑,电子产品,3464.63,2024-07-23 16:48:18,3,10393.89,南京,女,43
U3128,管思楠,P38498,技术教材,书籍,311.44,2024-04-02 00:03:00,4,1245.76,武汉,女,41
U6842,纪保晨,P34122,卫衣,服装,761.06,2024-08-30 21:33:13,1,761.06,武汉,男,36
U5069,支善,P99878,羽绒服,服装,327.32,2024-12-02 05:40:04,3,981.96,南京,男,31
U7819,尹元,P26827,卫衣,服装,613.2,2024-04-16 22:44:02,4,2452.8,苏州,女,54
U5299,于胜发,P99907,智能手机,电子产品,5426.65,2024-11-07 04:27:05,2,10853.3,杭州,男,51
U2475,殷琛利,P62360,口红,美妆,369.71,2024-04-27 05:36:31,3,1109.13,深圳,女,56
U9845,袁海斌,P98313,变形金刚,玩具,588.17,2024-09-23 09:32:34,4,2352.68,深圳,女,33
U9020,蒋义,P74867,口红,美妆,329.56,2024-02-27 05:18:43,3,988.68,北京,男,32
U7741,高飞腾,P35191,粉底液,美妆,370.17,2024-03-28 07:25:29,3,1110.51,北京,男,55
U5563,邓平,P83143,面霜,美妆,539.46,2024-01-03 20:53:59,5,2697.3,杭州,男,25
U8632,罗鸣俊,P34801,洗发水,美妆,567.33,2024-10-24 20:21:01,2,1134.66,武汉,男,52
U8212,解中启,P31478,羽毛球拍,运动,348.71,2024-08-13 05:42:19,2,697.42,天津,男,50
U3049,苗星榕,P82533,篮球,运动,826.15,2024-02-07 04:22:25,3,2478.45,重庆,女,51
U4425,熊平友,P39137,充电宝,电子产品,3866.62,2024-09-04 16:17:46,5,19333.1,南京,男,24
U8999,唐群河,P16504,口红,美妆,381.8,2024-04-23 15:10:51,2,763.6,上海,男,58
U1396,颜亮振,P98874,羽绒服,服装,27.64,2024-05-31 12:04:51,4,110.56,天津,男,21
U8373,梅伦良,P45099,平板电脑,电子产品,8270.85,2024-07-13 10:11:20,3,24812.55,杭州,女,53
U9244,樊昌毅,P27094,抱枕,家居,2729.04,2024-02-25 16:10:16,1,2729.04,上海,女,34
U1535,周健绍,P60273,洗发水,美妆,552.79,2024-12-22 06:11:31,5,2763.95,重庆,男,55
U3613,江河全,P39311,蓝牙耳机,电子产品,6774.76,2024-03-12 02:56:22,1,6774.76,上海,女,32
U8779,王磊,P17842,跑步鞋,运动,177.22,2024-10-29 21:00:00,5,886.1,天津,男,65
U2217,路承,P69222,时尚杂志,书籍,610.75,2024-08-25 16:59:58,2,1221.5,西安,女,23
U2884,包克力,P14178,抱枕,家居,640.33,2024-07-14 17:13:08,2,1280.66,重庆,女,65
U2760,邬琛发,P97186,餐桌,家居,3205.58,2024-03-08 23:56:05,5,16027.9,南京,女,47
U1706,冯才,P51404,人物传记,书籍,65.75,2024-12-02 16:24:06,5,328.75,上海,女,20
U8764,葛强勇,P91746,抱枕,家居,2897.68,2024-08-14 05:26:54,5,14488.4,武汉,男,36
U2392,舒伦仁,P36212,面霜,美妆,633.43,2024-10-26 12:21:08,3,1900.29,重庆,女,23
U5281,蒋士,P32486,智能手表,电子产品,3276.39,2024-12-17 11:37:27,5,16381.95,天津,女,19
U3356,成翔以,P78981,洗发水,美妆,626.71,2024-07-17 11:26:01,5,3133.55,重庆,女,21
U9778,时泽敬,P28934,时尚杂志,书籍,425.76,2024-03-05 17:59:21,4,1703.04,成都,男,56
U6412,童邦友,P18740,人物传记,书籍,686.93,2024-05-21 23:18:03,3,2060.79,上海,女,40
U3411,江钧,P77260,台灯,家居,3412.21,2024-08-23 11:01:31,4,13648.84,成都,男,29
U2027,韩武富,P28122,拼图,玩具,441.1,2024-08-22 22:57:22,3,1323.3,广州,女,44
U7591,计东士,P42259,粉底液,美妆,420.45,2024-11-26 12:32:42,4,1681.8,重庆,男,42
U8646,平福学,P57446,拼图,玩具,381.23,2024-08-13 17:06:03,3,1143.69,西安,男,48
U5315,岑坚磊,P89854,平板电脑,电子产品,4521.3,2024-01-31 05:11:07,5,22606.5,武汉,女,46
U6050,费风龙,P60483,跳绳,运动,433.19,2024-10-08 12:37:01,5,2165.95,苏州,男,46
U3883,李弘利,P31519,口红,美妆,840.78,2024-02-06 17:12:31,4,3363.12,深圳,男,21
U6292,宋家民,P94692,时尚杂志,书籍,108.86,2024-11-23 21:15:00,3,326.58,深圳,女,37
U1575,危承山,P75049,粉底液,美妆,764.0,2024-08-17 10:57:42,2,1528.0,南京,女,48
U4159,柯琛波,P55622,遥控车,玩具,217.74,2024-04-18 13:10:49,1,217.74,天津,男,57
U8654,许雄,P65062,芭比娃娃,玩具,191.27,2024-03-05 20:45:22,3,573.81,北京,女,23
U6608,林仁辉,P12187,遥控车,玩具,301.05,2024-09-03 17:47:29,2,602.1,杭州,男,53
U2590,祁若鹏,P96494,面霜,美妆,264.25,2024-01-19 22:43:58,5,1321.25,广州,男,41
U7340,刁河鸣,P30260,智能手机,电子产品,7302.25,2024-11-09 09:57:12,2,14604.5,西安,男,28
U1690,管腾,P31547,变形金刚,玩具,694.65,2024-05-09 10:20:24,2,1389.3,重庆,女,64
U6329,应朋,P81562,餐桌,家居,2557.29,2024-03-13 04:53:51,4,10229.16,上海,男,23
U1639,杨安绍,P68418,智能手表,电子产品,5183.24,2024-09-27 07:29:04,5,25916.2,北京,女,26
U2068,奚子星,P32847,口红,美妆,64.71,2024-10-11 14:05:47,3,194.13,武汉,男,30
U9824,冯超博,P10973,四件套,家居,1136.34,2024-03-02 06:37:34,5,5681.7,重庆,女,28
U3746,郑弘若,P26014,科幻小说,书籍,802.64,2024-05-17 23:55:07,5,4013.2,北京,男,58
U2451,章志学,P20845,显示器,电子产品,2650.52,2024-07-08 08:07:11,1,2650.52,南京,女,43
U7745,严峰辰,P25480,羽绒服,服装,44.02,2024-12-12 02:05:54,4,176.08,上海,女,49
U7919,尤斌,P47323,遥控车,玩具,583.65,2024-12-03 10:45:46,2,1167.3,西安,女,18
U9471,章子,P47094,科幻小说,书籍,650.65,2024-02-24 11:53:51,1,650.65,上海,男,25
U7886,吴涛平,P57440,跳绳,运动,332.15,2024-11-01 23:57:30,4,1328.6,重庆,男,30
U5371,纪学发,P41182,哑铃,运动,805.7,2024-12-21 17:52:49,3,2417.1,杭州,女,58
U4917,褚豪维,P57722,羽绒服,服装,338.78,2024-11-09 15:01:25,1,338.78,苏州,男,57
U1236,庞元,P57794,山地车,运动,334.96,2024-10-11 15:06:15,5,1674.8,成都,男,52
U1053,郑绍,P82906,收纳盒,家居,1091.6,2024-05-12 13:12:07,4,4366.4,成都,女,64
U7892,华进伟,P93970,充电宝,电子产品,4968.18,2024-08-19 01:13:26,4,19872.72,重庆,女,39
U3386,贝世,P66619,智能手机,电子产品,1806.02,2024-01-31 22:25:55,4,7224.08,重庆,男,57
U7469,干楠振,P34221,跳绳,运动,805.2,2024-10-04 17:23:51,3,2415.6,北京,女,18
U2350,苏茂朋,P63510,心理学,书籍,740.79,2024-04-29 05:04:56,5,3703.95,天津,女,39
U6959,平功有,P39302,拼图,玩具,92.9,2024-03-20 15:02:30,3,278.7,武汉,女,37
U6643,廉力平,P80192,收纳盒,家居,3267.67,2024-11-19 09:06:47,4,13070.68,深圳,男,39
U3571,洪星生,P31376,办公椅,家居,1339.61,2024-10-03 15:40:19,4,5358.44,北京,女,41
U7607,唐功,P13940,牛仔裤,服装,566.64,2024-05-07 00:52:47,4,2266.56,武汉,男,24
U6231,喻承,P40428,山地车,运动,435.12,2024-10-28 17:08:37,1,435.12,成都,男,44
U7700,宋有翰,P21864,笔记本电脑,电子产品,7068.79,2024-02-05 11:23:26,2,14137.58,深圳,女,39
U3284,湛谦邦,P52010,变形金刚,玩具,166.42,2024-02-28 19:50:59,3,499.26,杭州,女,27
U7534,单林武,P88209,羽毛球拍,运动,504.66,2024-10-19 05:43:43,2,1009.32,上海,女,56
U8044,尤伟,P57202,收纳盒,家居,3408.92,2024-10-28 05:54:31,3,10226.76,上海,男,21
U8228,闵若奇,P50006,羽绒服,服装,167.52,2024-01-12 00:33:10,2,335.04,重庆,男,47
U5122,李宁光,P85149,四件套,家居,2441.24,2024-06-08 09:37:52,3,7323.72,广州,男,36
U4234,娄星善,P55806,收纳盒,家居,4085.93,2024-04-26 09:04:40,4,16343.72,重庆,女,59
U5053,夏安,P83414,收纳盒,家居,3494.38,2024-02-24 21:46:40,4,13977.52,北京,男,32
U6136,狄策,P82189,篮球,运动,255.87,2024-05-17 07:43:04,5,1279.35,南京,女,22
U5565,薛泽之,P26967,口红,美妆,510.37,2024-05-13 09:27:59,4,2041.48,重庆,女,58
U5775,鲍翰思,P39313,变形金刚,玩具,164.92,2024-06-28 09:22:21,5,824.6,杭州,女,33
U7969,汪学,P67340,化妆刷套装,美妆,110.84,2024-08-03 22:00:38,1,110.84,成都,男,19
U7141,贾朗以,P32540,心理学,书籍,557.46,2024-11-23 18:43:12,2,1114.92,杭州,女,38
U3715,鲁辉星,P14903,变形金刚,玩具,603.5,2024-07-26 12:23:20,2,1207.0,杭州,男,47
U6963,史军学,P29932,口红,美妆,371.3,2024-09-24 11:53:20,3,1113.9,西安,男,38
U5782,花之祥,P26596,瑜伽垫,运动,671.08,2024-01-08 22:53:25,1,671.08,苏州,男,55
U5738,包建,P79037,毛绒玩具,玩具,463.4,2024-11-15 03:31:40,2,926.8,重庆,女,28
U8336,孙兴坚,P65419,连衣裙,服装,349.02,2024-12-12 19:52:08,1,349.02,重庆,女,64
U2580,舒林军,P70432,时尚杂志,书籍,771.77,2024-12-25 16:54:13,1,771.77,深圳,女,35
U6012,时若斌,P31913,羽毛球拍,运动,576.14,2024-11-07 02:57:59,5,2880.7,成都,女,45
U3359,张时,P44760,蓝牙耳机,电子产品,3335.38,2024-10-14 15:23:45,4,13341.52,重庆,女,62
U8960,樊维平,P84168,羽绒服,服装,195.54,2024-03-24 21:54:03,4,782.16,深圳,男,59
U7393,任超超,P26605,跳绳,运动,227.86,2024-10-05 18:26:38,3,683.58,天津,男,22
U5852,元刚豪,P80202,连衣裙,服装,631.74,2024-07-23 03:25:37,4,2526.96,天津,男,19
U6958,和克子,P64271,蓝牙耳机,电子产品,5394.63,2024-07-18 18:07:37,1,5394.63,苏州,女,31
U7720,危哲家,P38318,运动鞋,服装,146.0,2024-03-24 04:39:42,4,584.0,成都,男,20
U4028,席元,P99383,蓝牙耳机,电子产品,1538.38,2024-11-22 10:24:13,2,3076.76,上海,女,18
U2116,田盛学,P40040,人物传记,书籍,84.32,2024-11-22 05:43:02,3,252.96,广州,男,24
U7456,梁杰榕,P35778,收纳盒,家居,2870.84,2024-06-05 23:30:30,4,11483.36,广州,女,61
U8458,方贵厚,P80824,时尚杂志,书籍,434.04,2024-10-07 01:28:12,1,434.04,成都,女,39
U9659,鲁平若,P20499,显示器,电子产品,2159.0,2024-04-26 20:32:06,2,4318.0,苏州,男,36
U1280,林超,P81080,笔记本电脑,电子产品,4976.42,2024-12-23 23:13:00,3,14929.26,武汉,女,31
U5683,缪彬,P64628,平板电脑,电子产品,2969.52,2024-11-16 21:46:59,5,14847.6,天津,女,54
U1416,倪以心,P96113,T恤,服装,207.62,2024-04-21 18:36:24,4,830.48,苏州,女,64
U4995,许泽朋,P57309,夹克,服装,575.25,2024-06-10 10:47:56,5,2876.25,天津,男,21
