用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U7572,娄河毅,P91295,哑铃,运动,137.44,2024-12-12 06:10:57,1,137.44,广州,男,44
U6684,季榕政,P34453,蓝牙耳机,电子产品,6957.6,2024-09-15 03:14:35,4,27830.4,杭州,男,48
U6874,葛坚昌,P73892,四件套,家居,673.33,2024-10-23 09:03:26,3,2019.99,南京,男,52
U7200,皮邦泽,P30974,餐桌,家居,174.46,2024-12-08 07:08:11,3,523.38,上海,女,19
U8882,房伦坚,P92454,遥控车,玩具,101.69,2024-01-06 02:59:32,1,101.69,苏州,女,21
U4102,邵志绍,P95570,夹克,服装,558.42,2024-11-09 08:49:34,2,1116.84,西安,男,50
U1059,孟广乐,P80119,智能手表,电子产品,9468.63,2024-10-29 03:39:49,3,28405.89,成都,男,51
U1532,朱致,P93539,化妆刷套装,美妆,121.44,2024-07-24 08:27:50,2,242.88,杭州,女,40
U9267,曹之,P72306,智能手机,电子产品,5019.71,2024-07-12 12:24:37,2,10039.42,上海,男,58
U2919,汪军,P66679,羽绒服,服装,135.34,2024-05-17 06:10:01,2,270.68,杭州,男,63
U2657,姜文弘,P54687,餐桌,家居,2258.25,2024-02-24 22:43:05,4,9033.0,广州,女,43
U7819,包辰,P53241,面霜,美妆,952.68,2024-05-22 22:34:57,2,1905.36,武汉,男,44
U4820,潘楠腾,P98984,收纳盒,家居,1741.69,2024-02-04 05:06:05,1,1741.69,上海,女,24
U7039,戚敬,P57463,卫衣,服装,88.22,2024-11-14 21:30:58,3,264.66,广州,男,30
U5248,于涛弘,P23966,心理学,书籍,62.52,2024-07-24 19:51:57,3,187.56,北京,女,45
U8298,卫启,P98732,心理学,书籍,348.47,2024-01-04 16:42:17,5,1742.35,苏州,男,27
U2013,和鸣,P16017,拼图,玩具,156.35,2024-01-26 02:00:14,5,781.75,武汉,男,54
U7066,沈武中,P48435,牛仔裤,服装,695.06,2024-03-04 15:12:10,4,2780.24,杭州,女,51
U6402,邵毅,P88065,心理学,书籍,123.57,2024-10-25 06:06:42,1,123.57,深圳,女,46
U2518,薛林,P67254,四件套,家居,744.56,2024-07-30 17:42:21,2,1489.12,上海,女,60
U1320,严友江,P97205,心理学,书籍,573.91,2024-10-02 18:42:17,3,1721.73,杭州,女,44
U3565,倪勇谦,P43608,笔记本电脑,电子产品,3190.59,2024-10-25 13:34:57,5,15952.95,北京,男,41
U6093,昝世军,P80915,羽毛球拍,运动,499.7,2024-02-22 19:03:08,5,2498.5,苏州,男,59
U4624,郎时心,P85016,办公椅,家居,4589.19,2024-04-07 16:12:15,3,13767.57,苏州,男,42
U6142,水伦,P71180,餐桌,家居,1938.15,2024-05-06 01:50:06,1,1938.15,武汉,男,65
U3358,杜梁龙,P73223,化妆刷套装,美妆,505.96,2024-12-06 07:04:28,2,1011.92,北京,女,40
U5714,杭腾文,P17996,拼图,玩具,570.0,2024-07-06 18:08:51,3,1710.0,重庆,女,25
U9894,鲁善思,P87893,化妆刷套装,美妆,161.93,2024-02-09 13:49:16,3,485.79,成都,男,30
U3351,余仁政,P45636,蓝牙耳机,电子产品,5954.58,2024-04-23 13:45:07,4,23818.32,杭州,女,45
U3617,明元伯,P34001,沙发,家居,2502.89,2024-10-11 05:49:44,1,2502.89,广州,男,35
U3583,干杰力,P38354,连衣裙,服装,664.48,2024-11-20 07:24:55,2,1328.96,重庆,男,35
U4427,岑子,P54640,办公椅,家居,3580.83,2024-04-08 00:02:11,1,3580.83,南京,女,21
U8867,季致,P92911,化妆刷套装,美妆,27.63,2024-06-04 05:13:59,5,138.15,重庆,女,45
U5054,成士,P20834,收纳盒,家居,1223.91,2024-11-28 22:36:51,5,6119.55,天津,女,37
U1462,裘以克,P33072,运动鞋,服装,942.67,2024-03-17 11:02:54,5,4713.35,苏州,男,43
U9912,汪朗言,P24472,显示器,电子产品,9215.6,2024-07-25 22:28:33,3,27646.8,苏州,男,61
U8029,卢震壮,P50725,四件套,家居,3035.55,2024-12-28 09:57:41,2,6071.1,苏州,女,23
U6315,和盛平,P50500,蓝牙耳机,电子产品,9341.43,2024-10-03 21:33:51,2,18682.86,成都,女,18
U4416,姜雄涛,P13527,毛绒玩具,玩具,208.57,2024-01-03 11:56:46,5,1042.85,深圳,男,23
U3576,薛承策,P70179,收纳盒,家居,1236.28,2024-05-22 14:24:22,4,4945.12,广州,男,51
U4632,纪炎,P60408,口红,美妆,358.46,2024-10-03 14:54:42,3,1075.38,成都,女,44
U8510,郝善,P62264,心理学,书籍,675.46,2024-11-02 11:07:47,2,1350.92,苏州,男,52
U5030,虞固亨,P10494,台灯,家居,3755.33,2024-03-14 13:37:11,1,3755.33,重庆,女,55
U2008,孔杰,P36377,人物传记,书籍,736.67,2024-06-27 17:10:34,4,2946.68,武汉,男,18
U7591,颜梁奇,P86298,办公椅,家居,3532.82,2024-07-28 19:58:55,5,17664.1,南京,女,22
U8202,顾亮军,P78109,运动鞋,服装,869.74,2024-11-19 18:54:19,1,869.74,北京,女,36
U9815,金林风,P37980,卫衣,服装,553.5,2024-01-30 21:50:23,2,1107.0,杭州,男,45
U3647,谢福才,P90103,芭比娃娃,玩具,271.98,2024-05-29 15:06:27,1,271.98,苏州,男,18
U2456,钱利,P26935,充电宝,电子产品,9196.4,2024-12-06 06:54:39,1,9196.4,苏州,男,28
U7181,湛江若,P35835,拼图,玩具,616.89,2024-09-06 20:12:44,2,1233.78,上海,男,29
U4873,昝和泰,P45752,粉底液,美妆,528.27,2024-11-21 01:48:00,4,2113.08,苏州,男,52
U1996,赵宁仁,P31466,哑铃,运动,543.18,2024-10-16 20:45:40,2,1086.36,苏州,男,47
U5156,窦思友,P57549,跑步鞋,运动,440.45,2024-10-29 21:32:26,5,2202.25,苏州,男,28
U2455,彭伯,P64425,口红,美妆,75.98,2024-01-30 19:33:30,1,75.98,西安,男,32
U4504,席之宏,P49545,漫画,书籍,42.56,2024-10-23 05:15:44,2,85.12,重庆,女,65
U4029,杜飞建,P26616,平板电脑,电子产品,9069.54,2024-12-17 09:24:27,5,45347.7,深圳,女,33
U1922,应策诚,P90331,收纳盒,家居,2313.0,2024-10-22 09:32:22,3,6939.0,成都,男,62
U8356,昌清,P18712,羽毛球拍,运动,998.86,2024-01-30 16:47:26,1,998.86,武汉,女,44
U6899,乐树腾,P65216,香水,美妆,107.43,2024-05-26 06:28:35,1,107.43,北京,女,48
U3449,柯政朋,P73660,遥控车,玩具,93.31,2024-10-08 19:04:22,1,93.31,武汉,女,39
U1865,柳腾时,P75240,乐高积木,玩具,440.6,2024-11-17 05:53:45,5,2203.0,重庆,男,60
U7060,娄东树,P80187,智能手表,电子产品,4274.0,2024-09-01 17:52:14,2,8548.0,南京,男,56
U7821,狄刚贵,P28915,芭比娃娃,玩具,696.83,2024-04-11 03:03:04,3,2090.49,上海,女,25
U9342,林健力,P37542,四件套,家居,841.51,2024-05-10 08:38:40,4,3366.04,西安,女,22
U3546,强国,P92898,收纳盒,家居,1057.9,2024-02-22 23:42:58,4,4231.6,武汉,女,56
U9307,尤文平,P56257,餐桌,家居,179.65,2024-09-29 00:09:01,5,898.25,武汉,女,50
U7432,钟风江,P74601,羽绒服,服装,309.61,2024-03-04 00:26:54,2,619.22,成都,男,49
U2640,凤策乐,P82452,卫衣,服装,686.51,2024-06-01 02:27:51,1,686.51,苏州,女,22
U8227,席顺功,P43558,平板电脑,电子产品,3990.47,2024-09-23 12:41:19,5,19952.35,上海,女,29
U8910,万良盛,P19341,连衣裙,服装,266.06,2024-05-07 04:03:56,4,1064.24,深圳,男,24
U1489,邵明,P68979,历史书籍,书籍,526.26,2024-07-14 11:24:17,5,2631.3,西安,女,36
U7339,宋辰信,P84313,抱枕,家居,3385.1,2024-12-20 22:11:11,1,3385.1,北京,女,61
U8169,廉翔,P81001,收纳盒,家居,4832.36,2024-08-28 10:55:54,4,19329.44,武汉,女,60
U9200,滕钧亨,P49973,连衣裙,服装,249.51,2024-11-20 18:09:12,1,249.51,成都,女,19
U1891,马江思,P83550,洗发水,美妆,170.72,2024-03-20 07:44:22,4,682.88,上海,女,24
U2384,方安波,P76486,乐高积木,玩具,87.28,2024-02-22 08:45:55,2,174.56,重庆,女,29
U5276,支彪维,P37740,牛仔裤,服装,317.66,2024-05-28 13:16:16,5,1588.3,南京,女,34
U3801,任生,P37280,四件套,家居,548.51,2024-10-29 06:45:03,3,1645.53,深圳,男,61
U6785,成言亮,P97626,台灯,家居,2907.87,2024-03-07 11:25:20,3,8723.61,广州,女,31
U6104,明固,P52699,人物传记,书籍,537.55,2024-07-05 01:09:51,1,537.55,成都,男,41
U8784,章兴裕,P92724,洗发水,美妆,229.76,2024-01-18 04:53:53,4,919.04,上海,男,26
U4293,熊信,P42076,漫画,书籍,577.04,2024-03-26 02:45:13,5,2885.2,苏州,男,54
U7732,汤腾,P91955,防晒霜,美妆,912.78,2024-06-03 10:46:31,4,3651.12,重庆,女,40
U7698,臧航达,P67124,山地车,运动,204.06,2024-04-24 18:38:10,3,612.18,天津,男,19
U8257,经翔,P67914,连衣裙,服装,917.18,2024-07-27 01:51:35,1,917.18,上海,男,52
U3217,郎固腾,P65447,笔记本电脑,电子产品,9408.15,2024-05-28 01:11:34,2,18816.3,广州,女,38
U6169,汤博先,P91377,化妆刷套装,美妆,112.87,2024-11-08 07:31:03,3,338.61,苏州,男,51
U9552,季裕,P20813,防晒霜,美妆,767.06,2024-01-16 21:40:29,4,3068.24,杭州,男,37
U1594,岑岩贵,P89943,跳绳,运动,994.0,2024-05-31 23:51:32,2,1988.0,成都,女,36
U1959,纪生若,P95490,瑜伽垫,运动,455.58,2024-07-29 22:58:25,3,1366.74,重庆,女,45
U7256,危致庆,P14333,夹克,服装,614.35,2024-02-18 15:09:25,4,2457.4,重庆,男,60
U8382,项言飞,P43953,洗发水,美妆,200.59,2024-07-02 06:08:00,3,601.77,天津,男,36
U7132,孙松思,P75394,香水,美妆,856.75,2024-01-23 11:07:17,1,856.75,南京,女,32
U7599,万亮良,P26618,香水,美妆,664.48,2024-07-20 03:33:27,2,1328.96,武汉,女,56
U4057,舒学晨,P10294,历史书籍,书籍,842.28,2024-02-04 23:54:55,3,2526.84,杭州,女,28
U9644,项毅家,P71884,瑜伽垫,运动,279.35,2024-05-09 18:33:56,5,1396.75,广州,男,27
U9756,吴盛宁,P95278,时尚杂志,书籍,712.81,2024-11-23 23:21:20,4,2851.24,深圳,女,36
U5905,庞树子,P98778,香水,美妆,932.75,2024-04-03 03:00:10,2,1865.5,西安,女,61
U2568,应功民,P76984,跳绳,运动,978.84,2024-06-25 07:08:41,5,4894.2,天津,男,39
U9761,石祥鹏,P27059,科幻小说,书籍,793.79,2024-05-27 01:04:32,1,793.79,北京,男,23
U9090,彭榕有,P48893,卫衣,服装,214.34,2024-09-10 09:17:16,2,428.68,重庆,女,26
U4974,华裕富,P16405,笔记本电脑,电子产品,9892.84,2024-02-20 09:35:22,2,19785.68,广州,女,39
U1374,唐发,P62663,智能手机,电子产品,9726.67,2024-11-19 00:40:58,2,19453.34,杭州,女,51
U6847,诸时豪,P88041,桌游,玩具,642.51,2024-09-17 12:28:25,5,3212.55,南京,男,37
U6206,姜毅,P28022,心理学,书籍,627.85,2024-03-11 20:20:05,2,1255.7,武汉,男,50
U6959,常海河,P11959,四件套,家居,3002.35,2024-11-13 17:01:14,5,15011.75,杭州,女,64
U9406,钱辰致,P26471,人物传记,书籍,200.78,2024-06-01 03:01:16,1,200.78,天津,女,23
U3033,霍豪进,P82513,羽绒服,服装,737.02,2024-08-02 21:45:41,4,2948.08,杭州,男,26
U7612,朱飞学,P45528,沙发,家居,4192.12,2024-03-29 18:52:28,4,16768.48,天津,女,59
U3771,钟超生,P53989,笔记本电脑,电子产品,2577.81,2024-05-24 13:43:24,5,12889.05,苏州,女,51
U1013,郭善庆,P20515,哑铃,运动,300.69,2024-07-27 14:17:21,2,601.38,西安,男,41
U4893,宋鹏豪,P86212,餐桌,家居,4983.08,2024-07-11 12:38:18,2,9966.16,成都,男,48
U6085,何诚天,P30311,山地车,运动,125.98,2024-12-27 17:26:36,2,251.96,杭州,男,44
U7941,滕中晨,P79557,人物传记,书籍,190.55,2024-10-14 10:30:28,1,190.55,成都,男,63
U1241,方树德,P60655,餐桌,家居,4522.01,2024-12-04 14:03:24,3,13566.03,杭州,男,34
U1738,麻之,P19920,防晒霜,美妆,778.11,2024-09-14 18:20:09,4,3112.44,北京,男,28
U2426,郝伦发,P72011,智能手表,电子产品,4173.66,2024-02-12 00:41:48,4,16694.64,成都,女,33
U8122,俞泽琛,P52678,遥控车,玩具,912.93,2024-08-01 21:33:35,1,912.93,深圳,男,40
U4734,祁宏启,P46473,瑜伽垫,运动,624.83,2024-02-07 15:39:25,3,1874.49,天津,女,35
U9177,岑军,P88659,智能手机,电子产品,9080.26,2024-12-20 20:20:42,2,18160.52,深圳,女,65
U8634,纪坚,P80369,心理学,书籍,623.41,2024-03-03 10:22:29,3,1870.23,北京,男,52
U4904,俞光,P71897,收纳盒,家居,2788.69,2024-02-10 18:23:08,4,11154.76,杭州,女,27
U3617,单之冠,P90767,充电宝,电子产品,6958.75,2024-05-17 16:15:58,2,13917.5,成都,男,34
U6573,左启航,P41882,沙发,家居,4293.2,2024-07-13 23:24:08,2,8586.4,苏州,女,54
U8136,季政泽,P53825,办公椅,家居,2788.61,2024-07-04 12:25:13,5,13943.05,重庆,女,23
U6208,舒建朗,P51659,四件套,家居,3781.67,2024-10-26 16:25:14,3,11345.01,武汉,女,42
U9093,殷克彬,P92631,智能手表,电子产品,2622.76,2024-06-12 00:01:38,1,2622.76,西安,女,44
U3506,严航邦,P89681,遥控车,玩具,301.14,2024-04-18 16:45:28,5,1505.7,深圳,男,36
U1980,葛安福,P21988,口红,美妆,880.84,2024-10-01 05:44:43,5,4404.2,武汉,女,57
U3449,伍茂冠,P72072,哑铃,运动,28.83,2024-06-11 03:09:30,3,86.49,南京,女,30
U2855,姚海,P16330,哑铃,运动,635.86,2024-03-12 22:52:43,3,1907.58,武汉,男,46
U2987,项强,P46922,蓝牙耳机,电子产品,3827.42,2024-03-18 02:07:21,3,11482.26,深圳,男,57
U5397,奚家,P80662,卫衣,服装,98.61,2024-01-05 01:55:43,2,197.22,天津,男,47
U3669,计善龙,P60612,芭比娃娃,玩具,323.07,2024-06-26 03:33:49,3,969.21,南京,女,42
U5223,魏龙家,P99875,四件套,家居,3407.26,2024-01-10 03:06:24,5,17036.3,杭州,女,62
U3732,袁承,P53011,抱枕,家居,1236.84,2024-05-06 05:19:41,3,3710.52,西安,男,47
U2911,杭亮绍,P64256,智能手机,电子产品,3375.0,2024-01-09 01:05:38,4,13500.0,天津,男,23
U8942,万言成,P73284,平板电脑,电子产品,3076.47,2024-05-30 11:25:43,2,6152.94,重庆,男,56
U1131,包波康,P85560,香水,美妆,779.24,2024-08-06 08:49:29,2,1558.48,深圳,女,47
U3559,谢文,P57824,蓝牙耳机,电子产品,3614.06,2024-04-19 03:26:39,4,14456.24,深圳,女,42
U8120,杭绍林,P30093,夹克,服装,314.54,2024-03-09 17:27:40,1,314.54,武汉,女,65
U5716,麻兴若,P60327,拼图,玩具,615.07,2024-01-30 09:42:15,4,2460.28,武汉,女,47
U4296,谢启,P12027,跑步鞋,运动,348.68,2024-11-22 03:43:48,1,348.68,北京,男,54
U4103,任先,P65232,餐桌,家居,1539.4,2024-12-24 08:36:40,3,4618.2,上海,女,33
U1215,张学林,P90740,变形金刚,玩具,544.62,2024-05-17 18:03:23,1,544.62,广州,女,51
U7165,尤平朋,P17094,粉底液,美妆,876.03,2024-11-19 18:29:25,4,3504.12,西安,女,34
U3198,杨东武,P42375,山地车,运动,216.75,2024-04-01 10:47:42,2,433.5,上海,女,65
U5287,董鹏,P86915,充电宝,电子产品,2358.05,2024-08-17 09:42:28,2,4716.1,广州,女,50
U6112,舒波,P78971,拼图,玩具,44.34,2024-05-23 11:47:50,3,133.02,成都,男,45
U5698,经彬,P96177,瑜伽垫,运动,289.22,2024-08-09 13:00:48,4,1156.88,杭州,男,40
U7998,卜乐松,P73978,心理学,书籍,598.7,2024-05-20 05:33:57,5,2993.5,重庆,女,36
U5097,蔡会富,P28983,四件套,家居,4244.82,2024-07-30 04:30:51,2,8489.64,广州,女,21
U9324,顾山山,P73044,遥控车,玩具,747.2,2024-04-15 13:30:34,5,3736.0,南京,男,47
U8348,孔永利,P75798,四件套,家居,251.83,2024-01-04 23:42:24,3,755.49,成都,男,32
U1674,褚梁强,P78605,抱枕,家居,2936.58,2024-10-30 13:07:58,3,8809.74,北京,女,55
U5687,董宏功,P17401,时尚杂志,书籍,429.7,2024-10-27 19:09:57,5,2148.5,天津,男,35
U7431,虞磊宁,P20668,抱枕,家居,2105.44,2024-11-12 07:00:35,5,10527.2,北京,女,59
U4303,祁奇思,P90066,粉底液,美妆,84.62,2024-04-10 08:50:28,3,253.86,成都,男,36
U7338,范信思,P52138,跳绳,运动,898.94,2024-05-06 04:40:03,5,4494.7,成都,男,27
U5997,酆鸣琛,P72041,哑铃,运动,163.55,2024-11-04 14:11:20,2,327.1,杭州,女,41
U4325,王天光,P11112,香水,美妆,597.42,2024-02-16 16:14:55,1,597.42,广州,女,61
U1646,董明,P69383,遥控车,玩具,620.38,2024-01-05 09:11:07,1,620.38,武汉,男,48
U9473,殷世和,P36318,人物传记,书籍,940.56,2024-03-13 06:24:49,4,3762.24,上海,女,50
U1521,云翔良,P25890,餐桌,家居,1146.72,2024-03-13 23:35:31,4,4586.88,成都,男,25
U2922,裘先友,P17925,蓝牙耳机,电子产品,7797.22,2024-11-07 16:47:01,1,7797.22,苏州,女,30
U4043,柯琛轮,P12092,餐桌,家居,3341.66,2024-08-19 19:46:40,2,6683.32,广州,女,59
U9904,罗世,P75593,显示器,电子产品,3924.5,2024-12-24 00:32:59,5,19622.5,天津,女,43
U9163,穆振,P58383,桌游,玩具,952.75,2024-09-29 22:25:02,5,4763.75,广州,女,56
U6577,娄波,P43216,毛绒玩具,玩具,242.58,2024-07-02 08:04:49,4,970.32,深圳,男,60
U3728,徐功,P52476,技术教材,书籍,245.88,2024-08-12 00:31:58,1,245.88,深圳,男,48
U9465,蓝航富,P44774,篮球,运动,535.93,2024-08-15 16:53:13,4,2143.72,天津,女,25
U7589,徐翰永,P19058,技术教材,书籍,449.93,2024-05-10 08:17:16,4,1799.72,天津,女,57
U7737,狄哲利,P42463,桌游,玩具,964.16,2024-02-29 23:03:20,5,4820.8,武汉,男,64
U9835,钮致建,P23918,山地车,运动,266.49,2024-05-28 01:25:07,5,1332.45,武汉,女,41
U9363,蔡楠,P36278,粉底液,美妆,127.21,2024-10-01 03:39:19,3,381.63,广州,女,45
U5215,娄楠冠,P77470,科幻小说,书籍,666.89,2024-04-16 22:02:54,2,1333.78,天津,男,61
U1600,毕成全,P90201,桌游,玩具,363.24,2024-12-17 21:22:41,4,1452.96,广州,男,33
U6877,钟安以,P77941,沙发,家居,4160.72,2024-09-12 20:25:20,1,4160.72,重庆,男,54
U5831,支克翰,P96846,哑铃,运动,998.7,2024-04-26 19:29:39,4,3994.8,天津,女,25
U8645,孔树生,P15881,运动鞋,服装,63.18,2024-06-07 18:50:18,5,315.9,广州,女,57
U2878,强楠安,P28242,瑜伽垫,运动,765.33,2024-05-09 09:38:18,5,3826.65,苏州,女,32
U5030,俞辰山,P45307,山地车,运动,958.97,2024-08-24 13:02:41,4,3835.88,深圳,男,31
U1434,骆德天,P87118,人物传记,书籍,695.7,2024-08-19 17:29:33,4,2782.8,苏州,男,64
U6991,张翔建,P98326,羽绒服,服装,740.1,2024-02-09 04:22:29,4,2960.4,武汉,女,41
U4943,安发,P59932,漫画,书籍,241.13,2024-08-19 23:59:42,1,241.13,重庆,男,61
U3012,韩伦梁,P40497,人物传记,书籍,767.25,2024-01-17 03:35:04,3,2301.75,南京,男,27
U5096,胡行,P53989,收纳盒,家居,1555.99,2024-08-02 21:12:29,3,4667.97,武汉,男,61
U2285,强时乐,P70404,香水,美妆,951.31,2024-11-08 14:14:20,2,1902.62,北京,男,30
U4983,毛庆,P12032,沙发,家居,2631.27,2024-12-22 17:55:33,5,13156.35,北京,男,19
U1003,余顺永,P89997,遥控车,玩具,377.5,2024-10-06 13:53:31,4,1510.0,深圳,女,40
U3991,费策,P67832,技术教材,书籍,846.71,2024-12-26 04:55:40,2,1693.42,南京,男,32
U2512,柳旭永,P19877,技术教材,书籍,585.53,2024-06-17 08:11:56,3,1756.59,重庆,男,30
U6014,岑鸣,P65790,变形金刚,玩具,508.95,2024-04-05 23:29:10,2,1017.9,深圳,男,33
U5653,庞先有,P47938,运动鞋,服装,827.23,2024-06-09 02:23:14,4,3308.92,广州,女,47
U9455,诸子谦,P26732,山地车,运动,773.02,2024-05-29 03:30:47,4,3092.08,西安,男,47
U4951,闵富海,P56209,智能手表,电子产品,7523.77,2024-07-05 07:16:18,5,37618.85,上海,男,65
U1976,钟文弘,P49847,收纳盒,家居,2777.45,2024-10-22 14:40:13,5,13887.25,北京,女,64
U6951,穆楠岩,P48662,漫画,书籍,248.24,2024-06-05 15:18:09,2,496.48,成都,男,60
U6020,洪健翰,P40388,面霜,美妆,515.37,2024-04-12 13:50:25,4,2061.48,成都,男,20
U9101,袁保,P55565,口红,美妆,507.95,2024-07-24 05:13:34,1,507.95,北京,男,49
U7547,袁树,P12383,跑步鞋,运动,701.81,2024-09-25 16:06:52,1,701.81,天津,女,35
U1573,万福,P91217,口红,美妆,690.97,2024-01-01 16:08:40,4,2763.88,苏州,男,57
U1805,和杰,P10079,羽绒服,服装,200.47,2024-10-05 01:30:37,2,400.94,天津,女,40
U8631,乐泰翰,P24603,面霜,美妆,319.54,2024-03-15 17:40:18,5,1597.7,武汉,女,29
U7187,费榕,P98663,抱枕,家居,200.05,2024-04-23 16:01:30,2,400.1,北京,男,41
U4992,莫庆振,P61804,平板电脑,电子产品,5393.84,2024-11-30 23:32:01,5,26969.2,苏州,男,18
U4628,臧勇松,P89127,牛仔裤,服装,362.94,2024-08-23 18:39:51,4,1451.76,西安,男,34
U4487,邱启生,P40875,显示器,电子产品,4292.81,2024-07-15 16:45:30,4,17171.24,上海,女,31
U6385,金利,P68677,科幻小说,书籍,382.33,2024-03-22 06:36:48,5,1911.65,杭州,男,47
U5022,霍保,P82082,技术教材,书籍,999.91,2024-06-22 21:24:32,2,1999.82,南京,女,57
U2623,殷健,P55263,运动鞋,服装,206.45,2024-05-14 01:16:53,5,1032.25,上海,男,64
U4911,姜才雄,P33751,粉底液,美妆,651.74,2024-12-06 19:18:17,4,2606.96,上海,男,40
U2324,伏涛永,P54690,心理学,书籍,845.02,2024-06-18 09:14:42,4,3380.08,深圳,男,49
U1769,干毅,P77706,桌游,玩具,980.78,2024-10-05 18:46:18,4,3923.12,武汉,女,54
U8060,何国朗,P73869,跳绳,运动,759.8,2024-05-03 03:19:57,1,759.8,成都,女,51
U3227,童亨厚,P15803,乐高积木,玩具,418.04,2024-11-21 00:06:17,3,1254.12,北京,女,42
U2168,屈磊,P49498,瑜伽垫,运动,735.62,2024-03-12 04:01:08,3,2206.86,杭州,男,63
U2916,沈谦,P13689,牛仔裤,服装,475.13,2024-01-22 21:17:06,1,475.13,天津,男,42
U5689,时航,P16004,山地车,运动,504.56,2024-03-28 22:22:06,5,2522.8,深圳,女,29
U2824,解楠,P71442,智能手表,电子产品,3244.64,2024-06-22 21:55:02,3,9733.92,天津,男,58
U8338,田博,P31445,夹克,服装,745.87,2024-10-26 07:28:29,1,745.87,上海,女,55
U1104,周朋波,P88993,平板电脑,电子产品,5225.48,2024-07-24 11:33:42,2,10450.96,重庆,女,60
U1122,郎炎,P92724,羽毛球拍,运动,65.09,2024-05-25 06:11:55,2,130.18,南京,女,47
U6945,安山,P38868,智能手表,电子产品,3170.67,2024-05-10 18:24:51,4,12682.68,重庆,男,40
U5283,章峰航,P23035,山地车,运动,694.95,2024-08-04 20:41:58,1,694.95,深圳,男,50
U4446,戴国,P90643,运动鞋,服装,649.08,2024-11-16 20:22:10,4,2596.32,深圳,女,65
U3002,金哲,P50577,历史书籍,书籍,417.9,2024-04-12 13:00:31,1,417.9,成都,男,49
U4899,崔伦河,P41394,办公椅,家居,459.3,2024-04-07 00:50:11,5,2296.5,广州,女,37
U4986,鲍中全,P89282,台灯,家居,323.31,2024-05-10 16:46:38,4,1293.24,广州,女,52
U9480,郁壮海,P80298,科幻小说,书籍,499.9,2024-10-22 18:36:25,2,999.8,西安,女,37
U3615,杜震亨,P74240,卫衣,服装,315.76,2024-08-02 12:03:39,5,1578.8,上海,女,48
U4227,闵哲文,P35012,办公椅,家居,651.4,2024-03-11 03:46:28,4,2605.6,成都,男,62
U7737,滕维义,P95540,跑步鞋,运动,649.47,2024-06-07 20:47:05,3,1948.41,天津,男,22
U7587,郑启林,P37502,充电宝,电子产品,7743.93,2024-05-17 14:27:44,3,23231.79,广州,女,33
U9701,平明全,P45618,收纳盒,家居,554.66,2024-11-04 13:28:00,5,2773.3,天津,女,58
U5572,方奇绍,P82610,人物传记,书籍,836.74,2024-05-28 04:25:29,3,2510.22,杭州,女,47
U7246,席亨龙,P48411,羽绒服,服装,104.11,2024-09-04 05:21:31,3,312.33,苏州,女,62
U7564,吕伟,P28154,乐高积木,玩具,92.3,2024-02-13 07:00:52,2,184.6,广州,女,61
U3487,林振,P11487,香水,美妆,774.45,2024-06-20 06:10:35,4,3097.8,深圳,女,64
U9134,胡哲先,P87904,显示器,电子产品,2443.71,2024-01-02 22:57:56,4,9774.84,西安,女,45
U2413,蒋行若,P55567,办公椅,家居,1647.99,2024-07-22 15:25:45,5,8239.95,苏州,女,23
U3593,时博义,P69815,变形金刚,玩具,897.16,2024-09-27 11:55:15,1,897.16,深圳,女,46
U1295,傅顺中,P84016,洗发水,美妆,773.75,2024-03-23 19:07:20,4,3095.0,南京,女,56
U2958,穆之,P74894,洗发水,美妆,248.25,2024-07-28 16:00:45,1,248.25,西安,女,40
U3571,万德斌,P72929,四件套,家居,2917.42,2024-07-01 21:30:00,1,2917.42,重庆,男,60
U4178,龚固,P66875,口红,美妆,594.58,2024-10-25 02:51:20,1,594.58,杭州,女,26
U8443,马朋,P98155,科幻小说,书籍,352.72,2024-04-30 03:57:46,1,352.72,武汉,男,57
U9293,谈冠宁,P19116,智能手机,电子产品,2100.31,2024-11-16 17:53:29,4,8401.24,广州,女,63
U4811,韦中和,P94412,收纳盒,家居,1029.56,2024-02-11 08:09:07,5,5147.8,深圳,女,53
U1096,茅安以,P21537,毛绒玩具,玩具,853.04,2024-03-23 12:00:01,5,4265.2,天津,女,26
U7272,解生进,P81392,羽毛球拍,运动,347.66,2024-11-30 18:20:26,5,1738.3,广州,女,35
U4387,邓光武,P67146,毛绒玩具,玩具,537.32,2024-09-19 00:52:31,1,537.32,西安,女,29
U2811,董清盛,P52877,运动鞋,服装,700.06,2024-11-04 09:32:46,4,2800.24,天津,男,18
U9775,单梁朋,P83779,粉底液,美妆,367.65,2024-07-04 01:21:24,3,1102.95,北京,男,51
U7597,严辉,P12827,心理学,书籍,679.23,2024-06-05 05:58:45,2,1358.46,重庆,女,49
U6102,蓝壮伯,P53379,洗发水,美妆,941.24,2024-03-21 16:01:48,2,1882.48,北京,女,61
U4609,成元峰,P70397,餐桌,家居,3546.36,2024-02-27 19:47:43,5,17731.8,深圳,男,34
U4064,苗泽鹏,P13400,历史书籍,书籍,566.9,2024-03-04 20:49:24,2,1133.8,北京,女,42
U3113,孙健兴,P36743,牛仔裤,服装,880.37,2024-06-27 09:16:26,5,4401.85,重庆,男,39
U5257,卫中学,P28360,充电宝,电子产品,3585.28,2024-05-04 09:37:43,3,10755.84,北京,女,33
