用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄,平台,年份,月份,日期,小时
U2804,齐亮固,P39390,充电宝,电子产品,6588.57,2024-09-12 11:03:57,4,26354.28,苏州,女,64,拼多多,2024,9,12,11
U7189,钱先江,P12877,桌游,玩具,501.26,2024-12-08 22:16:34,1,501.26,重庆,男,55,拼多多,2024,12,8,22
U9534,任新强,P90205,哑铃,运动,400.28,2024-10-23 21:55:29,4,1601.12,深圳,男,59,拼多多,2024,10,23,21
U3951,裘利,P47916,平板电脑,电子产品,3499.24,2024-12-09 17:34:30,3,10497.72,上海,男,40,拼多多,2024,12,9,17
U9138,康林航,P75202,笔记本电脑,电子产品,5156.71,2024-05-31 23:19:33,2,10313.42,南京,男,40,拼多多,2024,5,31,23
U8144,盛言,P36284,乐高积木,玩具,133.57,2024-07-31 18:50:14,2,267.14,重庆,男,24,拼多多,2024,7,31,18
U2769,尹富腾,P58024,山地车,运动,591.71,2024-11-24 14:03:56,1,591.71,北京,男,39,拼多多,2024,11,24,14
U6279,穆富功,P14939,面霜,美妆,780.33,2024-10-14 21:51:41,3,2340.99,深圳,男,37,拼多多,2024,10,14,21
U9576,康平,P29923,篮球,运动,565.06,2024-01-09 18:44:08,5,2825.3,南京,男,65,拼多多,2024,1,9,18
U2115,吉涛利,P62634,香水,美妆,844.79,2024-02-29 11:06:09,2,1689.58,苏州,女,58,拼多多,2024,2,29,11
U9064,单新,P92939,笔记本电脑,电子产品,2200.03,2024-09-12 23:13:55,4,8800.12,南京,女,60,拼多多,2024,9,12,23
U7049,干维,P41349,跑步鞋,运动,262.91,2024-02-08 22:22:18,1,262.91,西安,男,56,拼多多,2024,2,8,22
U9228,时新健,P85867,粉底液,美妆,601.12,2024-03-28 07:31:50,3,1803.36,苏州,男,63,拼多多,2024,3,28,7
U6747,邱飞政,P78633,遥控车,玩具,329.54,2024-08-25 02:00:45,4,1318.16,杭州,男,55,拼多多,2024,8,25,2
U6815,韩士,P31812,拼图,玩具,717.14,2024-08-18 06:00:27,4,2868.56,重庆,男,62,拼多多,2024,8,18,6
U1603,凤康仁,P78681,粉底液,美妆,779.7,2024-01-18 09:44:01,5,3898.5,成都,男,64,拼多多,2024,1,18,9
U4316,管家伟,P21354,四件套,家居,2089.03,2024-05-22 03:39:21,1,2089.03,南京,女,48,拼多多,2024,5,22,3
U8443,梁思轮,P80218,变形金刚,玩具,372.46,2024-03-05 15:35:39,5,1862.3,武汉,女,32,拼多多,2024,3,5,15
U3377,卢言,P96404,科幻小说,书籍,110.61,2024-07-12 14:27:56,5,553.05,杭州,女,25,拼多多,2024,7,12,14
U6064,唐克邦,P87081,遥控车,玩具,731.71,2024-11-13 02:21:08,4,2926.84,成都,女,24,拼多多,2024,11,13,2
U8689,孙雄翰,P22600,牛仔裤,服装,359.96,2024-09-28 18:24:07,5,1799.8,重庆,男,41,拼多多,2024,9,28,18
U4832,沈敬,P54220,办公椅,家居,1679.52,2024-03-14 23:36:51,1,1679.52,北京,男,57,拼多多,2024,3,14,23
U3112,韦栋波,P72440,芭比娃娃,玩具,309.56,2024-12-28 11:19:48,4,1238.24,天津,女,58,拼多多,2024,12,28,11
U5296,岑伯祥,P62687,乐高积木,玩具,222.01,2024-06-21 16:40:41,2,444.02,武汉,男,52,拼多多,2024,6,21,16
U5653,田福强,P44557,运动鞋,服装,624.95,2024-01-20 12:45:57,3,1874.85,苏州,男,59,拼多多,2024,1,20,12
U2218,裘榕群,P68232,遥控车,玩具,742.83,2024-03-12 18:28:50,4,2971.32,上海,女,26,拼多多,2024,3,12,18
U1875,娄建清,P84464,办公椅,家居,312.46,2024-01-24 10:45:25,1,312.46,杭州,男,59,拼多多,2024,1,24,10
U5057,华毅,P36775,漫画,书籍,758.19,2024-07-25 20:00:38,3,2274.57,上海,女,61,拼多多,2024,7,25,20
U1136,姚伯,P99781,科幻小说,书籍,565.43,2024-04-01 18:39:18,3,1696.29,广州,男,38,拼多多,2024,4,1,18
U6415,魏奇,P29856,T恤,服装,138.23,2024-03-15 12:14:54,1,138.23,广州,女,50,拼多多,2024,3,15,12
U8635,卢发飞,P39567,平板电脑,电子产品,6836.36,2024-04-27 11:12:10,2,13672.72,重庆,男,23,拼多多,2024,4,27,11
U4036,吉文士,P21191,拼图,玩具,527.16,2024-07-04 08:54:58,5,2635.8,天津,男,30,拼多多,2024,7,4,8
U7369,米启全,P12203,夹克,服装,357.9,2024-03-01 08:41:36,4,1431.6,重庆,男,47,拼多多,2024,3,1,8
U6178,郁风胜,P44643,充电宝,电子产品,7485.52,2024-01-23 15:17:22,1,7485.52,苏州,女,51,拼多多,2024,1,23,15
U1133,和思,P83410,历史书籍,书籍,374.41,2024-02-05 18:44:36,1,374.41,西安,男,47,拼多多,2024,2,5,18
U3203,龚岩俊,P56885,瑜伽垫,运动,468.29,2024-01-20 19:55:29,3,1404.87,广州,男,42,拼多多,2024,1,20,19
U8300,颜民天,P70757,羽毛球拍,运动,813.21,2024-11-28 08:11:40,3,2439.63,成都,男,39,拼多多,2024,11,28,8
U1567,金民雄,P70614,卫衣,服装,598.66,2024-12-30 22:40:30,5,2993.3,广州,男,63,淘宝,2024,12,30,22
U8912,伍厚新,P11661,蓝牙耳机,电子产品,2431.88,2024-08-26 18:44:23,2,4863.76,武汉,男,30,淘宝,2024,8,26,18
U9295,伏平顺,P61889,笔记本电脑,电子产品,3952.08,2024-04-11 03:29:09,2,7904.16,西安,男,43,淘宝,2024,4,11,3
U4428,奚富冠,P44876,羽绒服,服装,409.0,2024-10-14 07:02:12,1,409.0,上海,女,23,淘宝,2024,10,14,7
U2585,李俊才,P77588,瑜伽垫,运动,250.65,2024-10-01 09:58:36,2,501.3,北京,男,35,淘宝,2024,10,1,9
U9571,袁晨敬,P84026,卫衣,服装,307.23,2024-05-13 15:11:14,1,307.23,深圳,男,40,淘宝,2024,5,13,15
U3642,吴泰,P12046,蓝牙耳机,电子产品,6501.25,2024-05-31 03:41:49,4,26005.0,广州,男,43,淘宝,2024,5,31,3
U8059,钱才永,P27009,瑜伽垫,运动,821.43,2024-06-09 11:20:16,1,821.43,北京,女,50,淘宝,2024,6,9,11
U7591,吕翔,P98038,漫画,书籍,994.4,2024-02-09 15:27:11,1,994.4,成都,男,44,淘宝,2024,2,9,15
U1113,路树龙,P91433,拼图,玩具,444.15,2024-01-21 12:28:09,2,888.3,杭州,女,23,淘宝,2024,1,21,12
U8864,贾彬策,P66390,乐高积木,玩具,707.91,2024-09-07 02:07:51,3,2123.73,武汉,女,46,淘宝,2024,9,7,2
U1682,董谦,P24419,拼图,玩具,862.89,2024-03-25 00:59:44,4,3451.56,广州,女,55,淘宝,2024,3,25,0
U9127,刁林林,P16433,卫衣,服装,965.59,2024-08-12 15:32:22,4,3862.36,南京,女,56,淘宝,2024,8,12,15
U1422,凌斌毅,P52562,收纳盒,家居,1119.65,2024-04-05 14:13:33,2,2239.3,重庆,男,51,淘宝,2024,4,5,14
U8549,柯岩平,P67848,办公椅,家居,1410.91,2024-09-29 06:09:18,4,5643.64,西安,女,21,淘宝,2024,9,29,6
U3759,庞清文,P75372,跳绳,运动,40.17,2024-09-02 03:19:50,5,200.85,武汉,女,20,淘宝,2024,9,2,3
U1338,宗天涛,P68371,科幻小说,书籍,601.52,2024-05-15 04:08:01,3,1804.56,南京,女,57,淘宝,2024,5,15,4
U8681,酆诚奇,P91225,瑜伽垫,运动,832.85,2024-01-05 16:36:36,3,2498.55,苏州,女,43,淘宝,2024,1,5,16
U6151,刁和诚,P37852,蓝牙耳机,电子产品,9463.23,2024-09-25 12:55:34,1,9463.23,上海,男,65,淘宝,2024,9,25,12
U9618,洪广,P12222,时尚杂志,书籍,80.25,2024-06-23 13:02:13,2,160.5,南京,男,51,淘宝,2024,6,23,13
U7155,柏会行,P31382,桌游,玩具,555.14,2024-03-09 07:18:54,5,2775.7,北京,男,33,淘宝,2024,3,9,7
U3427,孔邦进,P21088,牛仔裤,服装,404.94,2024-06-16 08:55:17,2,809.88,深圳,男,45,淘宝,2024,6,16,8
U7092,常善义,P24396,拼图,玩具,909.21,2024-02-08 11:23:32,5,4546.05,武汉,女,32,淘宝,2024,2,8,11
U8270,卢亨泰,P45195,面霜,美妆,375.16,2024-04-26 12:58:18,1,375.16,成都,女,28,淘宝,2024,4,26,12
U5873,吉山雄,P90756,洗发水,美妆,408.45,2024-08-05 22:01:33,3,1225.35,北京,男,47,淘宝,2024,8,5,22
U7359,岑山义,P27082,智能手机,电子产品,5170.46,2024-09-12 22:18:15,5,25852.3,武汉,男,62,淘宝,2024,9,12,22
U2918,雷强,P18240,拼图,玩具,426.65,2024-06-02 15:45:42,2,853.3,杭州,女,56,淘宝,2024,6,2,15
U1954,樊风,P87546,防晒霜,美妆,592.86,2024-09-04 06:10:09,2,1185.72,深圳,男,25,淘宝,2024,9,4,6
U9932,秦军平,P42534,充电宝,电子产品,6788.03,2024-01-11 13:54:48,2,13576.06,杭州,女,57,淘宝,2024,1,11,13
U1024,缪哲亨,P52658,人物传记,书籍,455.13,2024-10-27 12:05:10,2,910.26,北京,女,34,淘宝,2024,10,27,12
U5015,万坚新,P70395,台灯,家居,1709.92,2024-08-01 11:49:18,3,5129.76,西安,女,51,淘宝,2024,8,1,11
U1749,邱波航,P15966,T恤,服装,785.2,2024-06-14 05:14:03,3,2355.6,北京,男,51,淘宝,2024,6,14,5
U9838,湛腾乐,P42328,收纳盒,家居,4138.68,2024-10-07 05:25:30,5,20693.4,广州,女,55,淘宝,2024,10,7,5
U4548,林冠宁,P14082,羽毛球拍,运动,665.02,2024-03-04 16:14:20,2,1330.04,南京,女,57,淘宝,2024,3,4,16
U7841,田俊振,P26768,哑铃,运动,999.7,2024-01-01 07:08:57,3,2999.1,杭州,女,32,淘宝,2024,1,1,7
U7144,元之,P81226,洗发水,美妆,94.56,2024-07-22 03:17:29,3,283.68,上海,女,60,淘宝,2024,7,22,3
U5487,闵峰宏,P21809,夹克,服装,739.3,2024-09-20 07:34:22,3,2217.9,西安,女,49,淘宝,2024,9,20,7
U3728,萧彬子,P31935,乐高积木,玩具,438.52,2024-07-16 05:22:33,4,1754.08,深圳,男,26,淘宝,2024,7,16,5
U7044,毕祥庆,P62332,粉底液,美妆,711.19,2024-05-03 18:00:02,1,711.19,北京,女,37,淘宝,2024,5,3,18
U1987,昝士政,P40479,心理学,书籍,204.13,2024-03-07 08:59:47,3,612.39,苏州,男,55,淘宝,2024,3,7,8
U1650,窦国腾,P26772,智能手表,电子产品,2863.15,2024-09-11 08:53:43,5,14315.75,成都,男,63,淘宝,2024,9,11,8
U2571,卢伟朋,P77647,心理学,书籍,682.99,2024-09-26 06:17:53,2,1365.98,杭州,女,59,淘宝,2024,9,26,6
U7821,诸光风,P72941,芭比娃娃,玩具,819.43,2024-02-16 20:15:55,1,819.43,杭州,女,30,淘宝,2024,2,16,20
U1240,施栋,P95771,跑步鞋,运动,759.95,2024-03-26 11:33:17,3,2279.85,深圳,男,29,淘宝,2024,3,26,11
U1182,麻发永,P74652,化妆刷套装,美妆,34.64,2024-05-29 14:18:03,4,138.56,武汉,女,45,淘宝,2024,5,29,14
U1141,成厚岩,P99142,防晒霜,美妆,849.06,2024-01-16 19:51:00,5,4245.3,天津,女,40,淘宝,2024,1,16,19
U6415,韦发轮,P16055,人物传记,书籍,204.41,2024-05-03 14:10:54,5,1022.05,南京,女,64,淘宝,2024,5,3,14
U7103,包德钧,P38580,T恤,服装,96.48,2024-12-02 21:44:07,3,289.44,南京,男,53,淘宝,2024,12,2,21
U2481,米海松,P58011,办公椅,家居,2644.09,2024-05-07 10:31:36,3,7932.27,苏州,男,46,淘宝,2024,5,7,10
U8606,崔有,P15116,面霜,美妆,411.94,2024-03-05 05:37:52,1,411.94,武汉,女,26,淘宝,2024,3,5,5
U4024,宋达浩,P92557,毛绒玩具,玩具,55.78,2024-02-09 22:24:17,3,167.34,深圳,女,38,淘宝,2024,2,9,22
U4668,水才,P38249,平板电脑,电子产品,9310.43,2024-03-09 00:45:01,5,46552.15,深圳,女,21,淘宝,2024,3,9,0
U1545,韦力茂,P86832,山地车,运动,284.53,2024-02-23 04:55:46,1,284.53,苏州,男,48,淘宝,2024,2,23,4
U3003,魏会,P98569,历史书籍,书籍,526.11,2024-01-21 06:56:14,2,1052.22,武汉,女,56,淘宝,2024,1,21,6
U3803,昌平,P95809,哑铃,运动,188.89,2024-11-04 20:42:53,2,377.78,杭州,男,31,淘宝,2024,11,4,20
U4038,齐广建,P41797,变形金刚,玩具,232.46,2024-04-24 04:57:49,5,1162.3,武汉,女,65,淘宝,2024,4,24,4
U6157,秦家,P26583,四件套,家居,4406.51,2024-11-21 02:26:34,1,4406.51,杭州,男,55,淘宝,2024,11,21,2
U3352,成成榕,P95942,心理学,书籍,236.3,2024-05-23 04:54:02,5,1181.5,深圳,女,37,淘宝,2024,5,23,4
U6566,卜固以,P42696,餐桌,家居,381.78,2024-10-15 06:13:15,3,1145.34,天津,女,59,淘宝,2024,10,15,6
U4827,皮仁致,P51311,连衣裙,服装,932.31,2024-07-19 01:27:49,4,3729.24,天津,男,63,淘宝,2024,7,19,1
U4471,李绍翔,P77218,收纳盒,家居,3354.58,2024-08-27 10:46:58,5,16772.9,苏州,女,26,淘宝,2024,8,27,10
U6756,左固庆,P69686,哑铃,运动,160.16,2024-04-30 10:31:06,4,640.64,深圳,男,23,淘宝,2024,4,30,10
U2939,蔡宁楠,P31441,哑铃,运动,760.19,2024-09-26 16:12:22,2,1520.38,成都,女,48,淘宝,2024,9,26,16
U4029,田家翰,P76568,洗发水,美妆,218.32,2024-07-16 10:13:22,5,1091.6,广州,男,43,淘宝,2024,7,16,10
U8217,危兴峰,P39197,羽绒服,服装,421.34,2024-03-14 01:48:35,1,421.34,杭州,男,34,淘宝,2024,3,14,1
U4033,昝鸣,P21919,拼图,玩具,774.39,2024-04-09 03:12:21,4,3097.56,武汉,男,38,淘宝,2024,4,9,3
U4834,危河,P28981,办公椅,家居,1856.8,2024-03-08 17:11:20,5,9284.0,广州,女,53,淘宝,2024,3,8,17
U5967,凌林勇,P53597,遥控车,玩具,510.41,2024-03-11 05:24:22,3,1531.23,西安,女,43,淘宝,2024,3,11,5
U5563,贺子东,P63218,牛仔裤,服装,640.54,2024-11-06 11:30:21,3,1921.62,成都,男,30,淘宝,2024,11,6,11
U5603,明志栋,P98606,洗发水,美妆,130.7,2024-03-27 23:59:18,5,653.5,西安,男,65,淘宝,2024,3,27,23
U1342,米东时,P34531,T恤,服装,887.87,2024-02-28 14:26:14,2,1775.74,杭州,男,23,淘宝,2024,2,28,14
U1442,贺强晨,P68697,充电宝,电子产品,9645.37,2024-03-25 04:51:17,1,9645.37,苏州,女,55,淘宝,2024,3,25,4
U5152,洪龙固,P68458,瑜伽垫,运动,794.37,2024-06-06 11:07:06,5,3971.85,重庆,男,62,淘宝,2024,6,6,11
U9763,陶飞腾,P42692,沙发,家居,4045.3,2024-01-09 04:22:17,5,20226.5,天津,女,46,淘宝,2024,1,9,4
U7202,倪新庆,P14703,连衣裙,服装,355.73,2024-02-14 12:34:37,4,1422.92,北京,男,56,淘宝,2024,2,14,12
U6143,舒辰胜,P98472,平板电脑,电子产品,3208.08,2024-12-09 05:25:37,3,9624.24,西安,男,41,淘宝,2024,12,9,5
U2548,宗思榕,P60946,跑步鞋,运动,55.02,2024-08-14 12:35:07,3,165.06,广州,男,43,淘宝,2024,8,14,12
U7698,童乐谦,P78477,化妆刷套装,美妆,809.72,2024-06-21 03:47:06,4,3238.88,南京,女,24,淘宝,2024,6,21,3
U2249,洪豪,P75612,技术教材,书籍,195.84,2024-01-18 13:25:01,3,587.52,成都,女,65,淘宝,2024,1,18,13
U3471,钱林,P75957,粉底液,美妆,489.06,2024-01-25 04:12:34,4,1956.24,杭州,男,65,淘宝,2024,1,25,4
U8539,范厚,P46597,显示器,电子产品,5392.84,2024-07-05 09:05:21,3,16178.52,武汉,男,27,淘宝,2024,7,5,9
U6145,萧和泰,P29667,变形金刚,玩具,284.35,2024-10-14 19:30:26,1,284.35,杭州,女,22,淘宝,2024,10,14,19
U7655,夏天群,P46626,漫画,书籍,814.05,2024-03-12 06:08:58,1,814.05,南京,男,31,淘宝,2024,3,12,6
U9674,宗达先,P46225,桌游,玩具,72.82,2024-12-20 10:40:52,1,72.82,广州,女,44,淘宝,2024,12,20,10
U8268,闵邦毅,P14391,洗发水,美妆,44.16,2024-09-13 21:38:54,2,88.32,西安,男,24,淘宝,2024,9,13,21
U4738,皮建勇,P47603,运动鞋,服装,480.62,2024-09-10 05:58:36,1,480.62,苏州,女,52,淘宝,2024,9,10,5
U7613,邵翔贵,P57748,羽毛球拍,运动,837.53,2024-02-04 06:34:36,5,4187.65,深圳,男,31,淘宝,2024,2,4,6
U7584,董晨善,P48601,粉底液,美妆,111.02,2024-07-30 20:14:25,5,555.1,天津,男,60,淘宝,2024,7,30,20
U2854,吕彪,P83091,瑜伽垫,运动,345.34,2024-02-27 06:24:08,4,1381.36,广州,女,46,淘宝,2024,2,27,6
U8327,傅天,P25432,羽绒服,服装,510.79,2024-05-01 12:23:33,5,2553.95,重庆,男,30,淘宝,2024,5,1,12
U4591,解群,P38935,桌游,玩具,158.55,2024-02-18 18:29:59,5,792.75,南京,男,31,淘宝,2024,2,18,18
U1685,孔心,P32104,办公椅,家居,3937.09,2024-07-24 20:41:53,4,15748.36,深圳,男,57,淘宝,2024,7,24,20
U4350,陶彪斌,P24733,台灯,家居,1545.75,2024-05-27 01:48:49,4,6183.0,杭州,男,35,淘宝,2024,5,27,1
U7706,滕壮,P13088,智能手机,电子产品,6082.05,2024-02-16 17:09:10,2,12164.1,深圳,男,47,淘宝,2024,2,16,17
U4037,熊磊轮,P74603,夹克,服装,407.23,2024-02-13 17:25:01,1,407.23,杭州,女,43,淘宝,2024,2,13,17
U4788,宣友会,P63022,餐桌,家居,4152.16,2024-04-12 12:20:14,4,16608.64,成都,男,63,淘宝,2024,4,12,12
U7432,熊东辉,P12583,智能手表,电子产品,1718.41,2024-05-19 01:18:34,5,8592.05,南京,女,31,淘宝,2024,5,19,1
U1416,孙宏功,P17689,漫画,书籍,739.48,2024-10-23 00:03:08,5,3697.4,上海,男,24,淘宝,2024,10,23,0
U5189,王亨辉,P63703,漫画,书籍,569.04,2024-10-27 01:28:11,2,1138.08,天津,女,26,淘宝,2024,10,27,1
U1148,韩伟泰,P86654,台灯,家居,2878.49,2024-08-30 12:37:22,3,8635.47,深圳,男,38,淘宝,2024,8,30,12
U5637,费安清,P79241,时尚杂志,书籍,449.2,2024-10-09 06:04:30,4,1796.8,上海,女,31,淘宝,2024,10,9,6
U4720,萧昌,P39735,餐桌,家居,3816.33,2024-02-16 17:24:34,5,19081.65,武汉,女,44,淘宝,2024,2,16,17
U9954,何中元,P18314,口红,美妆,824.47,2024-02-09 14:07:59,2,1648.94,深圳,男,49,淘宝,2024,2,9,14
U3309,韦庆,P35213,芭比娃娃,玩具,959.48,2024-10-31 07:50:39,2,1918.96,西安,女,52,淘宝,2024,10,31,7
U8142,裘毅庆,P17321,时尚杂志,书籍,801.16,2024-03-25 07:03:58,5,4005.8,西安,男,52,淘宝,2024,3,25,7
U4937,傅震,P78891,沙发,家居,3917.77,2024-09-16 18:23:39,5,19588.85,南京,男,65,淘宝,2024,9,16,18
U6750,范峰,P53724,山地车,运动,607.48,2024-09-01 17:18:46,1,607.48,成都,男,34,淘宝,2024,9,1,17
U3758,庞泰,P30109,毛绒玩具,玩具,878.31,2024-01-10 21:27:09,2,1756.62,重庆,女,25,淘宝,2024,1,10,21
U9647,徐栋,P13259,沙发,家居,818.96,2024-01-21 16:20:01,1,818.96,重庆,女,56,淘宝,2024,1,21,16
U5790,柳河健,P66162,羽绒服,服装,37.8,2024-04-05 08:56:00,4,151.2,广州,男,25,淘宝,2024,4,5,8
U6215,蔡江,P57281,历史书籍,书籍,794.01,2024-09-02 09:39:13,4,3176.04,天津,男,47,淘宝,2024,9,2,9
U5304,卜保毅,P30627,蓝牙耳机,电子产品,6844.6,2024-09-15 15:23:12,3,20533.8,深圳,女,32,淘宝,2024,9,15,15
U3247,裘兴山,P67214,心理学,书籍,934.13,2024-12-08 22:00:20,3,2802.39,上海,女,57,淘宝,2024,12,8,22
U8553,章超文,P41863,山地车,运动,578.68,2024-09-22 17:23:22,3,1736.04,苏州,男,29,淘宝,2024,9,22,17
U7976,郭龙利,P70676,台灯,家居,621.49,2024-06-22 00:59:05,4,2485.96,杭州,男,45,淘宝,2024,6,22,0
U4224,高民龙,P81121,历史书籍,书籍,558.5,2024-07-23 11:05:25,4,2234.0,深圳,男,33,淘宝,2024,7,23,11
U6676,石国勇,P50783,洗发水,美妆,559.25,2024-09-19 09:44:08,3,1677.75,广州,男,26,淘宝,2024,9,19,9
U3297,时辉会,P35773,餐桌,家居,134.53,2024-11-05 23:02:10,1,134.53,南京,女,45,淘宝,2024,11,5,23
U7564,臧宏民,P99121,收纳盒,家居,4484.73,2024-02-04 23:19:57,4,17938.92,南京,男,51,淘宝,2024,2,4,23
U5729,姜辰,P49445,夹克,服装,493.95,2024-02-26 05:16:41,1,493.95,南京,男,25,淘宝,2024,2,26,5
U9815,乐全航,P87090,牛仔裤,服装,81.37,2024-12-22 11:47:20,3,244.11,北京,男,61,淘宝,2024,12,22,11
U1499,潘弘承,P51861,充电宝,电子产品,9209.73,2024-04-20 02:22:25,1,9209.73,深圳,女,47,淘宝,2024,4,20,2
U2528,严炎时,P26999,漫画,书籍,382.86,2024-07-07 01:23:11,4,1531.44,西安,男,39,淘宝,2024,7,7,1
U3062,娄贵,P95507,充电宝,电子产品,5758.94,2024-09-05 12:32:08,1,5758.94,上海,女,40,淘宝,2024,9,5,12
U7950,宋树,P65684,牛仔裤,服装,263.41,2024-09-12 00:48:47,4,1053.64,成都,男,33,淘宝,2024,9,12,0
U7117,莫弘松,P32362,平板电脑,电子产品,2401.42,2024-12-07 08:56:30,5,12007.1,北京,男,18,淘宝,2024,12,7,8
U5929,苗志敬,P36902,四件套,家居,192.96,2024-03-17 04:06:29,2,385.92,西安,男,20,淘宝,2024,3,17,4
U8552,石刚邦,P84919,跑步鞋,运动,28.18,2024-04-18 11:41:53,3,84.54,天津,男,40,淘宝,2024,4,18,11
U7702,包福,P59531,牛仔裤,服装,684.92,2024-02-23 06:16:16,2,1369.84,武汉,男,38,淘宝,2024,2,23,6
U6858,胡元,P31489,跑步鞋,运动,939.25,2024-06-02 17:40:44,1,939.25,杭州,女,53,淘宝,2024,6,2,17
U4137,凤风哲,P42828,技术教材,书籍,337.31,2024-04-24 18:50:18,4,1349.24,重庆,男,62,淘宝,2024,4,24,18
U1719,席坚,P46522,抱枕,家居,494.82,2024-11-19 02:53:49,3,1484.46,天津,女,62,淘宝,2024,11,19,2
U6033,许翔,P75525,漫画,书籍,81.36,2024-10-17 22:24:31,2,162.72,苏州,男,41,淘宝,2024,10,17,22
U6885,蔡中振,P38251,连衣裙,服装,193.24,2024-04-16 13:19:56,3,579.72,北京,女,60,淘宝,2024,4,16,13
U5876,邵林生,P69211,拼图,玩具,86.09,2024-09-07 11:22:19,3,258.27,南京,女,23,淘宝,2024,9,7,11
U5530,蒋冠全,P27260,时尚杂志,书籍,970.55,2024-01-18 17:56:44,2,1941.1,重庆,男,55,淘宝,2024,1,18,17
U8655,丁弘东,P27336,哑铃,运动,539.92,2024-12-29 12:09:21,1,539.92,重庆,女,35,淘宝,2024,12,29,12
U6611,姜发龙,P84146,显示器,电子产品,8243.37,2024-11-24 14:48:33,3,24730.11,西安,男,61,淘宝,2024,11,24,14
U8767,吕群,P39456,毛绒玩具,玩具,987.62,2024-08-08 20:09:37,4,3950.48,西安,男,65,淘宝,2024,8,8,20
U8397,熊榕,P98607,时尚杂志,书籍,807.25,2024-10-12 16:27:24,3,2421.75,杭州,女,28,淘宝,2024,10,12,16
U4045,钮仁波,P58774,桌游,玩具,892.47,2024-08-24 11:48:08,2,1784.94,南京,女,60,淘宝,2024,8,24,11
U7064,盛保武,P80025,防晒霜,美妆,642.46,2024-04-11 01:04:27,3,1927.38,苏州,女,32,淘宝,2024,4,11,1
U4043,俞龙,P92194,抱枕,家居,3612.95,2024-02-27 04:01:06,4,14451.8,上海,女,53,淘宝,2024,2,27,4
U6944,花政,P80157,平板电脑,电子产品,8001.5,2024-03-21 10:19:47,2,16003.0,北京,女,49,淘宝,2024,3,21,10
U3649,凌以义,P14266,篮球,运动,132.66,2024-03-23 11:22:55,4,530.64,成都,男,59,淘宝,2024,3,23,11
U8390,顾诚先,P75478,卫衣,服装,45.33,2024-12-29 16:46:12,3,135.99,天津,女,26,淘宝,2024,12,29,16
U8968,邱安天,P82930,显示器,电子产品,8553.57,2024-05-12 23:16:09,3,25660.71,苏州,男,48,淘宝,2024,5,12,23
U5537,卫朋,P25022,面霜,美妆,899.67,2024-02-12 10:16:40,2,1799.34,南京,男,21,淘宝,2024,2,12,10
U3312,蒋健邦,P62411,桌游,玩具,430.26,2024-12-16 22:48:47,5,2151.3,武汉,女,54,淘宝,2024,12,16,22
U6521,伏庆星,P75615,面霜,美妆,798.68,2024-02-19 03:13:38,5,3993.4,深圳,男,57,淘宝,2024,2,19,3
U1453,李会,P54777,台灯,家居,3831.37,2024-02-22 07:40:56,2,7662.74,北京,女,44,淘宝,2024,2,22,7
U8874,经文林,P61566,乐高积木,玩具,292.37,2024-05-18 21:31:40,4,1169.48,苏州,女,63,淘宝,2024,5,18,21
U4552,章安兴,P18088,抱枕,家居,3171.67,2024-12-12 08:53:17,4,12686.68,杭州,女,44,淘宝,2024,12,12,8
U8264,常策,P84484,跳绳,运动,258.05,2024-10-31 07:14:01,5,1290.25,天津,男,53,淘宝,2024,10,31,7
U7513,路树波,P99141,办公椅,家居,1542.45,2024-10-08 01:49:07,5,7712.25,重庆,男,51,淘宝,2024,10,8,1
U7215,罗奇岩,P92222,香水,美妆,204.58,2024-07-02 22:51:33,1,204.58,杭州,女,55,淘宝,2024,7,2,22
U6985,齐信盛,P33439,芭比娃娃,玩具,690.04,2024-10-21 18:58:01,4,2760.16,天津,女,31,淘宝,2024,10,21,18
U4145,包亨启,P15639,心理学,书籍,355.0,2024-06-03 07:09:46,1,355.0,深圳,男,59,淘宝,2024,6,3,7
U6641,宣超,P68598,粉底液,美妆,202.27,2024-11-10 16:43:46,1,202.27,上海,女,24,淘宝,2024,11,10,16
U6063,余康,P56411,拼图,玩具,727.24,2024-04-22 11:29:26,3,2181.72,杭州,男,39,淘宝,2024,4,22,11
U9716,解翰良,P27648,运动鞋,服装,241.59,2024-01-08 12:39:18,2,483.18,北京,男,58,淘宝,2024,1,8,12
U6774,昌启,P32879,防晒霜,美妆,748.31,2024-07-31 22:00:48,1,748.31,苏州,女,59,淘宝,2024,7,31,22
U5654,经豪行,P25604,办公椅,家居,3535.32,2024-08-09 10:26:38,5,17676.6,南京,男,26,淘宝,2024,8,9,10
U9675,柳江辉,P61985,羽毛球拍,运动,953.09,2024-03-18 08:57:32,2,1906.18,重庆,女,45,淘宝,2024,3,18,8
U2894,齐亨刚,P75814,时尚杂志,书籍,308.12,2024-02-24 16:53:18,1,308.12,上海,女,64,淘宝,2024,2,24,16
U5291,米勇启,P18865,瑜伽垫,运动,550.45,2024-06-14 19:59:39,4,2201.8,深圳,男,21,淘宝,2024,6,14,19
U3782,陶鹏翰,P57039,抱枕,家居,4927.92,2024-12-13 17:53:35,5,24639.6,成都,女,47,淘宝,2024,12,13,17
U6766,屈俊之,P98086,T恤,服装,26.67,2024-08-07 13:52:16,1,26.67,广州,男,32,淘宝,2024,8,7,13
